parent|id|pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7|tv8
0574|NRTV_1S|GB-0574|1|103/56/55|Черешня античная|Стилиус|Тумба РТВ|Гербор
0575|NLAW_120|GB-0575|1|60/50,5/120|Черешня античная|Стилиус|Стол|Гербор
0576|NSTO_145/180|GB-0576|1|85/76,5/145-180|Черешня античная|Стилиус|Стол|Гербор
0577|NBIU_170|GB-0577|1|75/77,5/170|Черешня античная|Стилиус|Стол письменный|Гербор
0578|NLUS_90|GB-0578|1|97,5/87,5/6|Черешня античная|Стилиус|Зеркало|Гербор
0579|NLUS_125|GB-0579|1|132/87,5/6|Черешня античная|Стилиус|Зеркало|Гербор
0580|NNAD_2W|GB-0580|1|97,5/115/36,5|Черешня античная|Стилиус|Витрина надставка|Гербор
0581|NKOM_3S|GB-0581|1|103/86,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0582|NKOM_4D2S|GB-0582|1|173/86,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0583|NKOM_5S|GB-0583|1|58,5/128,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0584|NKOM_6S|GB-0584|1|103/128,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0585|NKOM_2W3S1B|GB-0585|1|153/128,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0586|NKOM_2D2S|GB-0586|1|93/86,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0587|NNAD_3W|GB-0587|1|137/115/36,5|Черешня античная|Стилиус|Надставка|Гербор
0588|NNAD_1WN|GB-0588|1|51,5/115/51,5|Черешня античная|Стилиус|Надставка|Гербор
0589|NKOM_3D1S|GB-0589|1|133/86,5/44,5|Черешня античная|Стилиус|Комод|Гербор
0590|NKOM_1D1SN|GB-0590|1|57,5/86,5/57,5|Черешня античная|Стилиус|Комод|Гербор
0591|NWIT_1DL/P|GB-0591|1|67,5/201,5/39|Черешня античная|Стилиус|Витрина|Гербор
0592|NWIT_2D1S|GB-0592|1|97,5/201,5/39|Черешня античная|Стилиус|Витрина|Гербор
0593|NWIT_3D2S|GB-0593|1|142/201,5/39|Черешня античная|Стилиус|Витрина|Гербор
0594|NWIT_2DN|GB-0594|1|97,5/201,5/46|Черешня античная|Стилиус|Витрина|Гербор
0595|NREG_60|GB-0595|1|62,5/201,5/39|Черешня античная|Стилиус|Пенал|Гербор
0596|NREG_100|GB-0596|1|97,5/201,5/39|Черешня античная|Стилиус|Пенал|Гербор
0597|NREG_1D L/P|GB-0597|1|62,5/201,5/39|Черешня античная|Стилиус|Пенал|Гербор
0598|NREG_2D1S|GB-0598|1|97,5/201,5/39|Черешня античная|Стилиус|Пенал|Гербор
0599|NSZF_1D1S L/P|GB-0599|1|67,5/201,5/43|Черешня античная|Стилиус|Шкаф|Гербор
0600|NSZF_2D1S|GB-0600|1|97,5/201,5/61,5|Черешня античная|Стилиус|Шкаф|Гербор
0601|NSZF_3D2S|GB-0601|1|152,/221,/61,5|Черешня античная|Стилиус|Шкаф|Гербор
0602|NSZF_4D1S|GB-0602|1|197/221/61,5|Черешня античная|Стилиус|Шкаф|Гербор
0603|NKOM_1SO|GB-0603|1|58,5/51/37|Черешня античная|Стилиус|Тумба|Гербор
0604|NLOZ 160 (+ламель)|GB-0604|1|169/56-79/209|Черешня античная|Стилиус|Кровать|Гербор
0605|NKOM_1D1SN|GB-0605|1|53,5/86,5/37|Черешня античная|Стилиус|Комод|Гербор
0606|NKOM_1S|GB-0606|1|73,5/42/37|Черешня античная|Стилиус|Комод|Гербор
0607|NLUS_46|GB-0607|1|53/107,5/6|Черешня античная|Стилиус|Вешалка|Гербор
0608|NWIE_70|GB-0608|1|71/159/3|Черешня античная|Стилиус|Вешалка|Гербор
0609|TRTV 60/70|GB-0609|1|60/70/44,5|Ольха медовая/клен нида|Тип-топ|Тумба РТВ|Гербор
0610|TROL_50|GB-0610|1|50/8/22|Ольха медовая/клен нида|Тип-топ|Полка|Гербор
0611|TROL_70|GB-0611|1|67/8/22|Ольха медовая/клен нида|Тип-топ|Полка|Гербор
0612|TROL_100|GB-0612|1|100/8/22|Ольха медовая/клен нида|Тип-топ|Полка|Гербор
0613|TNAD_90|GB-0613|1|90/51,5/25,5|Ольха медовая/клен нида|Тип-топ|Полка|Гербор
0614|TRTV_60/50|GB-0614|1|60/49/33|Ольха медовая/клен нида|Тип-топ|Тумба РТВ|Гербор
0615|TRTV_80/50|GB-0615|1|80/49/50,5|Ольха медовая/клен нида|Тип-топ|Тумба РТВ|Гербор
0616|TRTV_90/50|GB-0616|1|90/49/50,5|Ольха медовая/клен нида|Тип-топ|Тумба РТВ|Гербор
0617|TLAW_55/80|GB-0617|1|55/52,5/80|Ольха медовая/клен нида|Тип-топ|Стол журнальный|Гербор
0618|TLAW_55/100|GB-0618|1|55/53/100|Ольха медовая/клен нида|Тип-топ|Стол журнальный|Гербор
0619|TLAW_60/120|GB-0619|1|60/52,5/120|Ольха медовая/клен нида|Тип-топ|Стол журнальный|Гербор
0620|TSTO_67/137|GB-0620|1|67,5/76,5/137|Ольха медовая/клен нида|Тип-топ|Стол обеденный|Гербор
0621|TBIU_60|GB-0621|1|50,5/74,5/60|Ольха медовая/клен нида|Тип-топ|Стол|Гербор
0622|TBIU_80|GB-0622|1|50,5/74,5/80|Ольха медовая/клен нида|Тип-топ|Стол |Гербор
0623|TBIUN_80|GB-0623|1|81/74,5/81|Ольха медовая/клен нида|Тип-топ|Стол|Гербор
0624|TBIU_1S/100|GB-0624|1|49/74,5/81|Ольха медовая/клен нида|Тип-топ|Стол|Гербор
0625|TBIU_1D1S/100|GB-0625|1|49/74,5/100|Ольха медовая/клен нида|Тип-топ|Стол|Гербор
0626|TREG_CD/90|GB-0626|1|18/92,5/17,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0627|TREG_40 O/90|GB-0627|1|40/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0628|TREG_70 O/90|GB-0628|1|67/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0629|TKOM_1D L/P|GB-0629|1|50/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Шкафчик|Гербор
0630|TKOM_2D|GB-0630|1|67/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Шкафчик|Гербор
0631|TKOM_5S/70|GB-0631|1|67/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Шкафчик|Гербор
0632|TKOM_2D/5S|GB-0632|1|100/92,5/33,5|Ольха медовая/клен нида|Тип-топ|Комод|Гербор
0633|TBAR_70|GB-0633|1|67/122,5/33,5|Ольха медовая/клен нида|Тип-топ|Комод|Гербор
0634|TLUS_50|GB-0634|1|50/72,5|Ольха медовая/клен нида|Тип-топ|Зеркало|Гербор
0635|TKOM_60|GB-0635|1|60/71/33,5|Ольха медовая/клен нида|Тип-топ|Комод|Гербор
0636|TLOZ_90 (каркас)|GB-0636|1|97/60,5-80,5/202,5|Ольха медовая/клен нида|Тип-топ|Кровать|Гербор
0637|TREG_CD/180|GB-0637|1|18/183/17,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0638|TREG_40 o/180|GB-0638|1|40/183,5/33,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0639|TREG_70 o/180|GB-0639|1|67/183/33,5|Ольха медовая/клен нида|Тип-топ|Стеллаж|Гербор
0640|TWIT_1D1S L/P|GB-0640|1|50/183/41,5|Ольха медовая/клен нида|Тип-топ|Витрина|Гербор
0641|TWIT_1D1S L/P|GB-0641|1|60/190,5/48,5|Ольха медовая/клен нида|Тип-топ|Витрина|Гербор
0642|TREG_1D1S L/P|GB-0642|1|50/183/41,5|Ольха медовая/клен нида|Тип-топ|Пенал|Гербор
0643|TSZF_2D|GB-0643|1|67/183/51,5|Ольха медовая/клен нида|Тип-топ|Шкаф|Гербор
0644|4S/60|GB-0644|1|60/85,5/41,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|комод|Гербор
0645|4S/90|GB-0645|1|90/85,5/41,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|комод|Гербор
0646|Стеллаж угловой 38/38|GB-0646|1|38/231/38|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Стеллаж|Гербор
0647|Стеллаж открытый 50/38|GB-0647|1|50/231/38.5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Стеллаж|Гербор
0648|Стеллаж надставка 90/38|GB-0648|1|90/188,5/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Стеллаж|Гербор
0649|Бар надставка 90/38|GB-0649|1|90/188,5/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Бар|Гербор
0650|Витрина надставка 90/38|GB-0650|1|90/188,5/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Витрина|Гербор
0651|Витрина надставка 60/38|GB-0651|1|60/188,5/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Витрина|Гербор
0652|Витрина высокая 60/38|GB-0652|1|60/231/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Витрина|Гербор
0653|Витрина 4s_60/38|GB-0653|1|60/231/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Витрина|Гербор
0654|Пенал 4s_60/38|GB-0654|1|60/231/38,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Пенал|Гербор
0655|Шкаф платяной 90/58|GB-0655|1|90/231/58,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0656|Шкаф угловой 75/38|GB-0656|1|38,5-75,5/231/38,5-75,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0657|Зеркало-60|GB-0657|1|60/100/5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Зеркало|Гербор
0658|Зеркало-90|GB-0658|1|90/75/5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Зеркало|Гербор
0659|Шкаф платяной 1D(штанга+полки)|GB-0659|1|60/231/58|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0660|Шкаф платяной 2D(штанга+полки)|GB-0660|1|90/231/58|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0661|Шкаф платяной 3D|GB-0661|1|142,5/231/58,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0662|Шкаф платяной 4D|GB-0662|1|187,5/231/58,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0663|Шкаф угловой |GB-0663|1|95,5/231/95,3|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0664|Тумба прикроватная|GB-0664|1|49/39,7/41,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Тумба|Гербор
0665|Кровать -140(каркас)|GB-0665|1|157/39,5-90/218,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Кровать|Гербор
0666|Кровать-160(каркас)|GB-0666|1|177/39,5-90/218,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Кровать|Гербор
0667|Кровать-90(каркас)|GB-0667|1|107/39,5-90/218,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Кровать|Гербор
0668|Кровать-180(каркас)|GB-0668|1|197/39,5-90/218,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Кровать|Гербор
0669|Подставка 90/58|GB-0669|1|90/42,5/58,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0670|Подставка 60/58|GB-0670|1|60/42,5/58,5|Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль|Том|Шкаф|Гербор
0671|Тристан|GB-0671|1|287/211,5/52|Ольха медовая/орех аоста темный|Тристан|Гостинная|Гербор
0672|Юлия|GB-0672|1|315/217/50,5-30|Ольха/ орех экко/бук|Юлия|Гостинная|Гербор
0673|Юниор|GB-0673|1|303,5/195,5/49,5-59|Ольха(ольха голубая)|Юниор|Детские|Гербор
0674|Яспис|GB-0674|1|90/48/35,5(90/90)|Ольха|Яспис|Прихожие|Гербор
0675|Топаз|GB-0675|1|170/201,5/36,5|Ольха|Топаз|Прихожие|Гербор
0676|Агат|GB-0676|1|170/201,5/36,5|Ольха|Агат|Прихожие|Гербор
0677|Опал|GB-0677|1|170/201,5/36,5|Ольха|Опал|Прихожие|Гербор
0678|Марио|GB-0678|1|159/194,5/42,5|Ольха|Марио|Прихожие|Гербор
0679|Марио (надставка)|GB-0679|1|159/45/42,5|Ольха|Марио|Прихожие|Гербор
0680|Аро|GB-0680|1|108/194,5/42,5|Ольха|Аро|Прихожие|Гербор
0681|Аро(надставка)|GB-0681|1|108/45/42,5|Ольха|Аро|Прихожие|Гербор
0682|Берта|GB-0682|1|184/242/63|Ольха/ольха синяя|Берта|Прихожие|Гербор
0683|Соло 205 3D|GB-0683|1|204/213/75|Ольха|Соло|Прихожие|Гербор
0684|Соло 205 4D|GB-0684|1|204/213/75|Ольха|Соло|Прихожие|Гербор
0685|Комод-3d4s|GB-0685|1|154/85/42,5|Корпус: венга магия; Фасад: синий№1/белый с рисунком|Аватар|Комод|Гербор
0686|Тумба 4d|GB-0686|1|103/85/42,5|Корпус: венга магия; Фасад: синий№1/белый с рисунком|Аватар|Тумба|Гербор
0687|Стол письменный-120|GB-0687|1|120/75/60|Корпус: венга магия; Фасад: синий№1/белый с рисунком|Аватар|Стол|Гербор
0688|Тумба прикроватная-1s|GB-0688|1|52/43/34,5|Корпус: венга магия; Фасад: синий№1/белый с рисунком|Аватар|Тумба|Гербор
0689|Кровать-90(каркас)|GB-0689|1|95,5/85/216|Корпус: венга магия; Фасад: синий№1/белый с рисунком|Аватар|Кровать|Гербор
